LotArea,Neighborhood,Condition,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod,BsmtFinSF,TotalBsmtSF,Heating,CentralAir,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,YrSold,SalePrice
7242,CollgCr,Norm,1Fam,1Story,7,5,2005,2006,0,1270,GasA,Y,2,0,2,1,6,0,Attchd,RFn,2,524,2007,175900
9316,CollgCr,Norm,1Fam,2Story,7,5,2005,2006,0,879,GasA,Y,2,1,3,1,7,0,Attchd,RFn,2,578,2007,191000
9317,CollgCr,Norm,1Fam,1Story,6,5,2006,2006,24,1314,GasA,Y,2,0,3,1,6,1,Attchd,RFn,2,440,2007,176432
14364,SawyerW,Norm,1Fam,2Story,7,5,1988,1989,1065,1157,GasA,Y,2,1,3,1,7,1,Attchd,Fin,2,454,2007,277000
8883,SawyerW,Norm,1Fam,2Story,7,5,1988,1988,608,929,GasA,Y,2,1,3,1,7,1,Attchd,RFn,2,619,2007,207000
159000,ClearCr,Norm,1Fam,1.5Fin,6,7,1958,2006,697,1444,GasA,Y,2,0,4,1,7,2,Attchd,Fin,2,389,2007,277000
53107,ClearCr,Feedr,1Fam,2Story,6,5,1992,1992,985,1580,GasA,Y,2,1,3,1,9,2,Attchd,Fin,2,501,2007,240000
12205,ClearCr,Norm,1Fam,2Story,6,8,1966,2007,568,832,GasA,Y,2,1,5,1,9,0,Attchd,Fin,2,444,2007,187500
20064,ClearCr,Norm,1Fam,1Story,8,6,1976,1976,51,966,GasA,Y,0,1,0,1,5,2,Attchd,Fin,2,529,2007,279000
14217,CollgCr,Norm,1Fam,1Story,5,5,1994,1994,550,1022,GasA,Y,1,0,3,1,6,0,Detchd,Unf,2,747,2007,139500
8775,CollgCr,Norm,1Fam,1Story,5,5,1994,1994,495,990,GasA,Y,1,0,3,1,5,0,Attchd,Unf,1,299,2007,126000
11249,CollgCr,Norm,1Fam,1Story,6,5,1995,1995,334,1200,GasA,Y,2,0,3,1,6,0,Attchd,RFn,2,521,2007,177500
10021,CollgCr,Norm,1Fam,2Story,6,6,1997,2006,539,635,GasA,Y,2,1,3,1,6,0,Attchd,RFn,2,497,2007,175000
9531,CollgCr,Norm,1Fam,2Story,6,5,1998,1998,706,794,GasA,Y,2,1,3,1,7,0,Attchd,RFn,2,546,2007,211000
8428,CollgCr,Norm,1Fam,1Story,5,7,1994,1994,420,990,GasA,Y,1,0,3,1,5,0,Detchd,Unf,1,384,2007,146000
16561,CollgCr,Norm,1Fam,1Story,5,5,1996,1996,549,1097,GasA,Y,1,1,3,1,6,0,Attchd,Unf,1,242,2007,147900
8070,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,588,990,GasA,Y,1,0,3,1,5,0,NA,NA,0,0,2007,123600
9337,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,648,824,GasA,Y,2,1,3,1,7,0,Attchd,RFn,2,684,2007,204750
10820,CollgCr,Norm,1Fam,2Story,7,5,1999,1999,342,988,GasA,Y,2,1,3,1,7,1,Attchd,RFn,2,597,2007,235500
12352,CollgCr,Norm,1Fam,2Story,7,5,1998,1999,638,853,GasA,Y,2,1,3,1,7,1,Attchd,RFn,2,534,2007,217000
9543,CollgCr,Norm,1Fam,2Story,7,5,2001,2001,0,845,GasA,Y,2,1,3,1,7,0,Attchd,RFn,2,517,2007,190550
8826,CollgCr,Norm,1Fam,2Story,7,5,2000,2000,841,985,GasA,Y,2,1,3,1,7,1,Attchd,Fin,2,486,2007,217500
10665,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,1013,1453,GasA,Y,2,0,3,1,7,0,Attchd,RFn,2,558,2007,226000
11317,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,0,840,GasA,Y,2,1,3,1,8,0,Attchd,RFn,2,500,2007,180000
11800,CollgCr,Norm,1Fam,1Story,5,5,1974,1974,663,864,GasA,Y,1,0,3,1,5,0,Attchd,Unf,2,440,2007,131000
8660,CollgCr,Norm,1Fam,SLvl,5,5,1976,1976,502,1015,GasA,Y,2,0,3,1,6,1,Detchd,Unf,2,370,2007,153500
9720,CollgCr,Norm,1Fam,SLvl,5,7,1977,1977,755,995,GasA,Y,2,0,3,1,6,1,Detchd,Unf,2,576,2007,160000
8982,CollgCr,Norm,1Fam,1Story,5,5,1977,1977,539,1040,GasA,Y,1,1,3,1,5,0,Detchd,Unf,2,748,2007,134900
16300,CollgCr,Norm,1Fam,1Story,5,4,1977,1977,60,876,GasA,Y,1,0,3,1,5,0,Attchd,RFn,1,308,2007,130000
9675,CollgCr,Norm,1Fam,1Story,5,6,1975,1975,330,864,GasA,Y,1,0,3,1,5,0,Attchd,Unf,2,440,2007,120000
7700,CollgCr,Norm,1Fam,1Story,5,5,1972,1972,138,882,GasA,Y,1,0,3,1,5,0,Detchd,Unf,2,461,2007,112500
10356,CollgCr,Norm,1Fam,1Story,5,6,1975,1975,716,969,GasA,Y,1,1,3,1,5,0,Attchd,Unf,2,440,2007,122000
7200,CollgCr,Norm,1Fam,1Story,5,5,1972,2000,671,864,GasA,Y,1,0,3,1,5,0,Detchd,Fin,2,576,2007,127000
7200,CollgCr,Norm,1Fam,1Story,4,8,1972,2006,385,385,GasA,Y,1,0,3,1,5,0,Detchd,Unf,2,728,2007,117000
10386,CollgCr,Norm,1Fam,1Story,8,5,2004,2005,1464,2000,GasA,Y,2,0,3,1,8,0,Attchd,Fin,3,888,2007,305900
9375,CollgCr,Norm,1Fam,2Story,8,5,2002,2002,0,1284,GasA,Y,2,1,3,1,7,1,Attchd,RFn,2,647,2007,228500
11354,CollgCr,Norm,1Fam,1Story,7,5,2000,2000,1412,1673,GasA,Y,2,0,3,1,7,1,Attchd,RFn,2,583,2007,270000
8749,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,0,1459,GasA,Y,2,0,3,1,6,1,Attchd,RFn,2,527,2007,192000
8749,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,654,979,GasA,Y,2,1,3,1,7,1,Attchd,RFn,2,610,2007,213000
8158,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,0,860,GasA,Y,2,1,3,1,7,0,Attchd,Fin,2,542,2007,200000
16226,CollgCr,Norm,1Fam,2Story,8,5,1998,1999,281,1028,GasA,Y,2,1,4,1,9,1,BuiltIn,Fin,2,683,2007,267000
11927,CollgCr,Norm,1Fam,1Story,8,5,1994,1995,408,1556,GasA,Y,2,0,3,1,7,1,Attchd,Fin,2,484,2007,228000
12728,CollgCr,Norm,1Fam,2Story,8,5,2001,2001,1198,1531,GasA,Y,2,1,4,1,7,1,Attchd,Fin,2,560,2007,275000
15295,CollgCr,Norm,1Fam,2Story,7,5,1996,2002,762,860,GasA,Y,2,1,3,1,7,2,Attchd,RFn,2,608,2007,211000
11248,CollgCr,Norm,1Fam,1Story,9,5,2002,2002,1059,1626,GasA,Y,2,0,3,1,7,1,Attchd,Fin,3,702,2007,285000
10000,CollgCr,Norm,1Fam,2Story,8,5,1995,1996,1079,1220,GasA,Y,2,1,3,1,8,1,Attchd,RFn,2,556,2007,240000
4435,CollgCr,Norm,TwnhsE,1Story,6,5,2003,2003,659,848,GasA,Y,1,0,1,1,3,0,Attchd,Fin,2,420,2007,131500
17227,CollgCr,Norm,1Fam,1Story,8,5,1999,2000,915,1341,GasA,Y,1,1,1,1,5,1,Attchd,RFn,2,482,2007,246900
8200,CollgCr,Norm,1Fam,2Story,7,5,2003,2004,0,847,GasA,Y,2,1,4,1,8,1,BuiltIn,Fin,2,434,2007,219500
8450,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,699,1337,GasA,Y,2,0,3,1,6,0,Attchd,RFn,2,531,2007,185000
8145,CollgCr,Norm,1Fam,2Story,7,5,2007,2007,0,738,GasA,Y,2,1,3,1,7,0,Attchd,RFn,2,552,2007,179400
9245,CollgCr,Norm,1Fam,2Story,7,5,2006,2006,0,939,GasA,Y,2,1,3,1,8,0,Attchd,RFn,2,639,2007,213500
8500,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,0,1422,GasA,Y,2,0,3,1,7,0,Attchd,RFn,2,626,2007,179600
8769,CollgCr,Norm,1Fam,1Story,7,5,2005,2005,709,1169,GasA,Y,2,0,2,1,5,0,Attchd,RFn,2,578,2007,173500
8334,CollgCr,Norm,1Fam,1Story,6,5,2006,2007,0,1330,GasA,Y,2,0,3,1,6,1,Attchd,Fin,2,437,2007,167840
8333,CollgCr,Norm,1Fam,2Story,7,5,2006,2006,0,738,GasA,Y,2,1,3,1,7,1,Attchd,RFn,2,484,2007,168675
9045,CollgCr,Norm,1Fam,2Story,5,5,2005,2005,0,768,GasA,Y,2,1,3,1,6,0,Attchd,Fin,2,400,2007,167000
9170,Edwards,Feedr,1Fam,1Story,5,7,1965,1965,698,1214,GasA,Y,1,0,2,1,6,0,Detchd,Unf,2,461,2007,140000
9825,Edwards,Norm,1Fam,SFoyer,5,5,1967,1967,936,936,GasA,Y,1,0,2,1,4,1,Attchd,Unf,1,384,2007,118500
8308,Edwards,Norm,1Fam,1Story,4,6,1963,1963,132,1088,GasA,Y,1,0,2,1,4,0,Detchd,Unf,2,520,2007,110000
10921,Edwards,Norm,1Fam,1Story,4,5,1965,1965,520,960,GasA,Y,1,0,3,1,6,0,Attchd,Fin,1,432,2007,94750
16287,Edwards,Norm,1Fam,1.5Fin,5,6,1925,1950,130,901,GasA,Y,1,0,3,1,7,1,Detchd,Unf,2,576,2007,122000
8240,Edwards,Norm,1Fam,1Story,6,6,1960,1960,0,1179,GasA,Y,1,0,2,1,5,0,Attchd,Fin,2,622,2007,110000
11841,Edwards,Norm,Duplex,SFoyer,6,5,1990,1990,816,816,GasA,Y,1,0,3,1,5,0,NA,NA,0,0,2007,118500
6285,Edwards,Norm,1Fam,SLvl,6,6,1976,1976,504,960,GasA,Y,1,0,3,1,7,1,Detchd,Unf,2,528,2007,133500
7917,Edwards,Norm,1Fam,1Story,6,7,1976,1976,751,1143,GasA,Y,1,1,3,1,6,1,Attchd,RFn,1,504,2007,148000
9555,Edwards,Norm,Duplex,2Story,5,6,1979,1979,0,0,GasA,Y,2,1,5,2,11,0,Attchd,Fin,2,579,2007,141000
8536,Edwards,Norm,1Fam,1Story,5,5,2006,2007,0,1125,GasA,Y,1,1,2,1,5,0,Attchd,Unf,2,430,2007,155000
7024,Edwards,Norm,1Fam,1Story,5,5,2005,2006,980,1090,GasA,Y,1,1,2,1,5,0,Attchd,Fin,2,450,2007,157000
7023,Edwards,Norm,1Fam,2Story,5,5,2005,2006,611,734,GasA,Y,2,1,3,1,6,0,BuiltIn,Fin,2,489,2007,171500
39290,Edwards,Norm,1Fam,1Story,10,5,2008,2009,4010,5095,GasA,Y,2,1,2,1,15,2,Attchd,Fin,3,1154,2007,183850
40094,Edwards,PosN,1Fam,2Story,10,5,2007,2008,2260,3138,GasA,Y,3,1,3,1,11,1,BuiltIn,Fin,3,884,2007,184750
3675,Edwards,Norm,TwnhsE,SFoyer,6,5,2005,2005,467,547,GasA,Y,1,0,2,1,5,0,Basment,Fin,2,525,2007,140000
6400,Edwards,Norm,1Fam,1Story,5,7,1959,2000,77,960,GasA,Y,1,0,2,1,4,0,Detchd,Unf,1,392,2007,131750
6882,Edwards,Norm,Duplex,1Story,4,3,1955,1955,0,0,GasA,N,2,0,2,2,6,0,NA,NA,0,0,2007,61500
10215,Edwards,Norm,1Fam,1Story,4,5,1954,1954,492,864,GasA,Y,1,0,3,1,5,0,Attchd,Unf,1,248,2007,111000
8741,Edwards,Norm,Duplex,1Story,5,6,1946,1950,0,1195,GasA,N,2,0,4,2,8,0,NA,NA,0,0,2007,98500
4270,Edwards,Norm,1Fam,1Story,3,6,1931,2006,544,544,GasA,Y,1,0,3,1,6,0,NA,NA,0,0,2007,79000
10042,Edwards,Norm,1Fam,1.5Fin,6,8,1920,1995,144,660,GasA,Y,1,0,2,1,4,1,Detchd,Unf,1,216,2007,108500
9450,Edwards,Norm,1Fam,1Story,4,5,1954,1954,552,894,GasA,Y,1,0,3,1,5,0,Detchd,Unf,2,400,2007,110000
11767,Edwards,Norm,1Fam,2Story,4,7,1910,2000,0,560,GasA,N,1,1,2,1,6,0,Detchd,Unf,1,384,2007,112000
8172,Edwards,Norm,1Fam,1Story,4,5,1955,1955,544,768,GasA,Y,1,0,2,1,4,1,Detchd,Unf,1,355,2007,125000
8172,Edwards,Norm,1Fam,1Story,4,5,1955,1955,682,864,GasA,Y,1,0,3,1,5,0,Detchd,Unf,2,528,2007,79275
8190,Edwards,Norm,1Fam,1Story,4,6,1954,1954,732,948,GasA,Y,1,0,3,1,5,1,Detchd,Unf,1,280,2007,119000
10896,SWISU,Feedr,2fmCon,2.5Fin,6,7,1914,1995,256,1440,GasA,Y,2,0,8,2,14,0,NA,NA,0,0,2007,200000
10890,SWISU,Norm,Duplex,2Story,5,6,1923,1950,371,1296,Grav,N,2,0,6,2,12,0,NA,NA,0,0,2007,150000
10592,Crawfor,Norm,1Fam,2Story,6,7,1923,1996,0,602,GasA,Y,1,1,3,1,7,2,Detchd,Unf,1,180,2007,165000
10594,Crawfor,Norm,1Fam,1.5Unf,5,5,1926,1950,0,768,Grav,N,1,0,2,1,5,0,Detchd,Unf,1,200,2007,96500
7223,Crawfor,Norm,1Fam,1Story,5,5,1926,1950,319,1290,GasA,Y,1,0,3,1,6,0,Detchd,Unf,1,352,2007,136500
6821,Crawfor,Norm,1Fam,1.5Fin,6,7,1921,2005,113,651,GasA,Y,2,0,2,1,8,1,Detchd,Unf,1,240,2007,146500
7200,SWISU,Feedr,1Fam,1.5Fin,5,7,1937,1950,569,731,GasA,Y,1,1,3,1,7,2,Detchd,Unf,1,240,2007,175000
4000,Crawfor,Norm,1Fam,2Story,7,8,1930,1995,246,531,GasA,Y,1,0,2,1,5,1,Detchd,Unf,1,216,2007,148500
6720,Crawfor,Norm,1Fam,2Story,6,7,1921,1950,0,585,GasA,N,1,0,3,1,7,1,Detchd,Unf,1,228,2007,141500
7642,Crawfor,Norm,1Fam,1.5Fin,7,8,1918,1998,0,912,GasA,Y,1,1,3,1,7,1,Detchd,Unf,1,216,2007,189950
7155,Crawfor,Norm,1Fam,2Story,6,8,1926,1991,0,686,GasA,Y,1,0,3,1,6,1,Detchd,Unf,1,225,2007,135000
7128,Crawfor,Norm,1Fam,2.5Unf,7,5,1941,1950,364,918,GasA,Y,2,0,4,1,7,2,Detchd,Unf,1,240,2007,164000
4280,Crawfor,Norm,1Fam,1Story,5,6,1913,2002,365,440,GasA,N,1,0,2,1,4,1,Detchd,Unf,1,352,2007,90350
5362,Crawfor,Norm,1Fam,1.5Fin,5,6,1910,2003,0,661,GasA,Y,2,0,3,1,8,1,Detchd,Unf,2,552,2007,139000
6305,Crawfor,Norm,1Fam,1Story,5,7,1938,1950,0,920,GasA,Y,1,0,2,1,5,1,Basment,Unf,1,240,2007,119750
7136,Crawfor,Norm,Duplex,2Story,6,6,1946,1950,484,979,GasA,N,2,0,4,2,8,0,Attchd,Unf,2,492,2007,145000
6270,Crawfor,Norm,Duplex,2Story,5,6,1949,1950,284,1001,GasA,N,2,0,4,2,8,0,2Types,Unf,3,871,2007,145000
7230,Crawfor,Norm,1Fam,2.5Unf,7,7,1927,1992,0,851,GasA,Y,2,1,4,1,8,1,Detchd,Unf,2,264,2007,238000
13108,Crawfor,Norm,1Fam,1Story,5,5,1951,1951,0,0,GasA,Y,1,1,2,1,7,1,Attchd,Fin,2,400,2007,153500
22420,Crawfor,Feedr,1Fam,2Story,6,6,1918,1950,1128,1370,GasW,N,2,1,4,1,10,1,Detchd,Unf,3,864,2007,239000
12168,Crawfor,Norm,1Fam,2Story,8,6,1934,1998,428,965,GasA,Y,2,1,4,1,10,2,Basment,Unf,2,380,2007,359100
7810,Crawfor,Norm,1Fam,1.5Fin,4,6,1930,2003,189,930,GasA,Y,2,0,4,1,7,1,Detchd,Unf,1,231,2007,188000
11275,Crawfor,Norm,1Fam,1.5Fin,6,7,1932,1950,297,854,GasA,Y,1,1,3,1,7,1,Detchd,Unf,2,432,2007,220000
6221,Crawfor,Norm,2fmCon,1.5Fin,5,5,1941,1950,533,728,GasA,Y,2,0,3,1,5,0,Detchd,Unf,2,528,2007,140000
10570,Crawfor,Norm,1Fam,2Story,8,8,1932,1994,297,853,GasA,Y,2,1,3,1,10,2,Detchd,Unf,2,440,2007,315000
7259,Crawfor,Norm,1Fam,2Story,6,8,1945,2002,774,1028,GasA,Y,2,1,3,1,9,1,Detchd,Unf,1,180,2007,259500
14442,Crawfor,Norm,1Fam,1Story,6,7,1957,2004,1186,1477,GasA,Y,2,0,3,1,7,2,Attchd,Fin,2,416,2007,257500
13125,Crawfor,Norm,1Fam,2Story,7,6,1940,1984,410,800,GasA,Y,1,1,3,1,6,2,Attchd,Unf,1,240,2007,219500
21000,Crawfor,Norm,1Fam,1Story,6,5,1953,1953,35,1809,GasA,Y,2,0,3,1,7,2,Basment,Unf,2,450,2007,217000
25485,Crawfor,Norm,1Fam,1Story,6,4,1960,1960,540,1560,GasA,Y,1,1,3,1,6,3,Attchd,RFn,2,580,2007,201000
21579,Crawfor,Norm,1Fam,1Story,6,6,1968,1968,813,1488,GasA,Y,2,0,3,1,7,2,Attchd,RFn,2,552,2007,215000
1782,Blueste,Norm,Twnhs,2Story,6,6,1980,1980,330,516,GasA,Y,1,0,2,1,5,1,Detchd,Unf,2,462,2007,123900
17871,Crawfor,Norm,1Fam,1Story,4,5,1995,1996,0,1680,GasA,Y,2,0,4,1,7,0,Attchd,Unf,2,628,2007,170000
3907,Blueste,Norm,TwnhsE,1Story,8,5,1988,1988,577,1004,GasA,Y,1,0,1,1,4,0,Attchd,Unf,2,509,2007,200000
20693,Crawfor,Norm,1Fam,1Story,7,5,1971,1971,434,1696,GasA,Y,2,0,3,1,7,2,Attchd,Fin,2,625,2007,198000
32668,Crawfor,Norm,1Fam,1Story,6,3,1957,1975,1219,2035,GasA,Y,3,0,4,2,9,2,Attchd,RFn,2,484,2007,200624
18044,Crawfor,Norm,1Fam,1Story,8,5,1986,1986,0,279,GasA,Y,2,1,2,1,6,1,Attchd,Fin,2,691,2007,315000
8500,IDOTRR,Artery,1Fam,1.5Fin,5,7,1919,2005,0,793,GasW,N,2,0,3,1,7,0,NA,NA,0,0,2007,115000
7000,IDOTRR,Norm,1Fam,1.5Fin,6,7,1940,1950,375,720,GasA,Y,1,0,3,1,6,0,Detchd,Fin,2,720,2007,141000
5000,IDOTRR,RRAe,1Fam,1.5Unf,5,6,1941,1950,116,720,GasA,N,1,0,2,1,5,0,Detchd,Unf,2,360,2007,87000
7288,IDOTRR,Artery,1Fam,1.5Fin,5,7,1925,2003,0,936,GasA,Y,2,0,3,1,6,0,NA,NA,0,0,2007,129850
6060,IDOTRR,Norm,1Fam,1.5Fin,4,5,1939,1950,0,732,GasA,Y,1,0,3,1,4,0,Detchd,Unf,1,264,2007,100000
9060,IDOTRR,Norm,1Fam,2Story,5,6,1923,1999,548,859,GasA,Y,2,0,3,1,6,0,Detchd,,,,2007,150909
3672,IDOTRR,Artery,1Fam,1Story,5,7,1922,1950,0,816,GasA,Y,1,0,2,1,5,0,Detchd,Unf,1,100,2007,75200
8263,IDOTRR,Norm,1Fam,1Story,6,5,1920,1950,0,1012,GasA,Y,1,0,2,1,6,1,Detchd,Unf,1,308,2007,118400
8967,IDOTRR,Norm,1Fam,1Story,5,2,1920,1950,0,961,GasA,Y,1,0,2,1,6,0,Detchd,Unf,1,338,2007,67000
13710,IDOTRR,Norm,1Fam,1.5Fin,5,5,1950,1950,420,910,GasA,Y,1,1,4,1,6,0,Attchd,Unf,1,282,2007,152000
11067,IDOTRR,Norm,1Fam,1.5Fin,2,4,1939,1950,0,0,GasA,Y,1,0,1,1,4,0,Detchd,Unf,1,256,2007,68104
8250,IDOTRR,Feedr,2fmCon,2Story,5,6,1895,2006,0,957,GasA,N,2,0,4,2,9,0,NA,NA,0,0,2007,119600
6565,IDOTRR,Norm,1Fam,1Story,4,6,1957,1980,967,1073,GasA,Y,1,0,3,1,6,0,Detchd,Unf,2,720,2007,140000
6060,IDOTRR,Norm,1Fam,1Story,5,9,1930,2007,737,837,GasA,Y,1,0,2,1,5,0,Detchd,Unf,1,216,2007,124900
5568,Crawfor,Norm,TwnhsE,1Story,8,5,2006,2007,1573,1573,GasA,Y,2,0,2,1,5,1,Attchd,Fin,2,495,2007,375000
4750,Crawfor,Norm,TwnhsE,1Story,8,5,2006,2007,1573,1573,GasA,Y,2,0,2,1,5,1,Attchd,Fin,2,538,2007,235000
12150,Mitchel,Norm,1Fam,SFoyer,6,6,1979,1979,1001,1001,GasA,Y,2,0,2,1,5,1,BuiltIn,RFn,2,486,2007,183500
7540,Mitchel,Norm,1Fam,SFoyer,6,6,1978,1978,773,888,GasA,Y,1,0,2,1,5,1,Attchd,RFn,2,470,2007,156000
9187,Mitchel,Norm,1Fam,1Story,6,5,1983,1983,336,1084,GasA,Y,1,1,3,1,5,0,Attchd,Unf,2,484,2007,134000
10000,Mitchel,Norm,1Fam,1Story,5,5,2002,2002,585,1441,GasA,Y,2,0,3,1,6,1,Attchd,Fin,3,650,2007,215000
12864,Mitchel,Norm,1Fam,1Story,7,5,2002,2002,1392,1409,GasA,Y,1,1,1,1,4,1,Attchd,RFn,2,576,2007,245000
9928,Mitchel,Norm,1Fam,1Story,7,5,1991,1992,1239,1454,GasA,Y,2,0,3,1,6,1,Attchd,Unf,2,506,2007,210000
8750,Mitchel,Norm,1Fam,SLvl,7,6,1975,1975,224,852,GasA,Y,1,0,3,0,4,0,Attchd,Unf,1,360,2007,148000
8410,Mitchel,Norm,1Fam,SFoyer,6,6,1974,1974,924,970,GasA,Y,1,0,2,1,5,1,Attchd,Unf,2,528,2007,143000
4054,Timber,Norm,TwnhsE,1Story,7,6,1987,1987,949,1501,GasA,Y,2,0,2,1,5,2,Attchd,Fin,2,512,2007,244000
9763,GrnHill,Norm,TwnhsE,1Story,7,5,1998,1998,1102,1502,GasA,Y,1,1,1,1,5,1,Attchd,Fin,1,286,2007,330000
16905,Timber,Norm,1Fam,1Story,5,6,1959,1959,967,1350,GasA,Y,1,1,2,1,5,2,Attchd,RFn,1,308,2007,170000
19958,Timber,Norm,1Fam,1Story,6,8,1958,1995,0,585,GasA,Y,2,1,4,1,7,1,Attchd,RFn,2,461,2007,257000
8368,Timber,Norm,1Fam,1Story,7,5,2006,2007,0,1689,GasA,Y,2,0,3,1,7,0,Attchd,Fin,2,433,2007,231713
8298,Timber,Norm,1Fam,1Story,8,5,2006,2007,583,1546,GasA,Y,2,0,2,1,6,1,Attchd,RFn,2,502,2007,267300
9037,Timber,Norm,1Fam,1Story,8,5,2006,2006,428,1476,GasA,Y,2,0,2,1,6,1,Attchd,RFn,2,472,2007,265900
10991,Timber,Norm,1Fam,1Story,8,5,2007,2007,0,1571,GasA,Y,2,0,3,1,7,1,Attchd,Fin,3,722,2007,239000
10656,Timber,Norm,1Fam,1Story,8,5,2006,2007,0,1638,GasA,Y,2,0,3,1,6,1,Attchd,RFn,3,870,2007,248900
10331,Timber,Norm,1Fam,1Story,7,7,1985,1985,215,1265,GasA,Y,2,0,3,1,6,0,Attchd,Unf,2,528,2007,174000
13758,Timber,Norm,1Fam,1.5Fin,7,5,1990,1991,902,1156,GasA,Y,2,1,3,1,7,1,Attchd,RFn,2,400,2007,187500
9303,Timber,Norm,1Fam,2Story,6,5,1996,1997,742,872,GasA,Y,2,1,3,1,7,0,Attchd,Fin,2,422,2007,204000
6718,Timber,Norm,1Fam,1Story,8,5,2001,2001,250,1267,GasA,Y,2,0,2,1,5,0,Attchd,Unf,2,471,2007,180500
9590,Timber,Norm,1Fam,SLvl,7,5,2003,2003,786,868,GasA,Y,2,0,3,1,6,1,Attchd,Fin,2,438,2007,187500
11305,Timber,Norm,1Fam,1Story,8,5,2002,2002,1329,1922,GasA,Y,2,0,2,1,6,1,Attchd,Fin,3,692,2007,282000
7777,Timber,Norm,1Fam,1Story,6,5,1996,1996,0,1491,GasA,Y,2,0,3,1,7,1,Attchd,Fin,2,571,2007,178000
14536,Timber,Norm,1Fam,1Story,8,5,2002,2003,1300,1616,GasA,Y,2,0,3,1,9,1,Attchd,Fin,3,808,2007,270000
11800,Timber,Norm,1Fam,2Story,7,5,2003,2004,766,1122,GasA,Y,3,1,5,1,10,1,BuiltIn,Fin,2,452,2007,279900
35133,Timber,Norm,1Fam,1Story,5,4,1963,1963,1159,1572,GasA,Y,1,1,3,1,5,2,2Types,RFn,3,995,2007,186700
15306,Timber,Norm,1Fam,1Story,8,5,2006,2007,80,1732,GasA,Y,2,0,3,1,7,1,Attchd,Fin,3,712,2007,283463
12633,Timber,PosA,1Fam,1Story,10,5,2006,2007,0,1824,GasA,Y,2,0,3,1,8,1,Attchd,Fin,3,932,2007,392000
12665,Timber,Norm,1Fam,2Story,8,5,2005,2006,0,1094,GasA,Y,2,1,4,1,9,1,BuiltIn,Fin,3,642,2007,281213
8402,Mitchel,Feedr,1Fam,1Story,5,5,2007,2007,206,1120,GasA,Y,1,0,3,1,6,0,NA,NA,0,0,2007,147000
43500,Mitchel,Artery,1Fam,1Story,3,5,1953,1953,0,0,GasA,Y,1,0,2,1,9,0,2Types,RFn,4,1041,2007,130000
6710,Mitchel,Norm,TwnhsE,SFoyer,6,5,1996,1997,16,920,GasA,Y,0,1,0,1,3,0,Attchd,Fin,2,460,2007,140000
25286,Mitchel,Norm,1Fam,1Story,4,5,1963,1963,633,1064,GasA,Y,1,0,3,1,5,0,Attchd,Unf,2,648,2007,132250
25000,Mitchel,Norm,Duplex,1Story,5,4,1967,1967,0,1632,GasA,Y,2,0,4,2,8,0,Attchd,Unf,2,576,2007,143000
32463,Mitchel,Norm,2fmCon,1Story,4,4,1961,1975,1159,1249,GasA,Y,1,0,3,1,7,1,2Types,Fin,4,1356,2007,168000
4224,MeadowV,Norm,TwnhsE,1Story,5,7,1976,1976,840,1040,GasA,Y,1,0,3,1,6,1,Attchd,Unf,2,572,2007,129900
4224,MeadowV,Norm,TwnhsE,1Story,5,5,1976,1976,874,1142,GasA,Y,1,1,3,1,6,1,Attchd,Fin,2,528,2007,134000
1504,MeadowV,Norm,Twnhs,2Story,4,4,1972,1972,252,546,GasA,Y,1,1,3,1,5,0,Attchd,Unf,1,253,2007,85500
1533,MeadowV,Norm,Twnhs,SLvl,4,5,1970,1970,503,530,GasA,Y,1,0,2,1,4,0,BuiltIn,Fin,1,297,2007,106500
1495,MeadowV,Norm,TwnhsE,2Story,4,6,1970,1970,384,546,GasA,Y,1,1,3,1,5,0,NA,NA,0,0,2007,93900
2001,MeadowV,Norm,Twnhs,2Story,4,5,1970,1970,0,546,GasA,Y,1,1,3,1,6,0,Attchd,Unf,1,286,2007,75000
1936,MeadowV,Norm,Twnhs,SFoyer,4,6,1970,1970,131,630,GasA,Y,1,0,1,1,3,0,NA,NA,0,0,2007,84500
1890,MeadowV,Norm,Twnhs,2Story,4,3,1976,1976,0,546,GasA,Y,1,1,3,1,6,0,Attchd,Unf,1,286,2007,75190
11333,Mitchel,Norm,1Fam,SLvl,6,5,1976,1976,539,1029,GasA,Y,1,0,3,1,5,2,Attchd,RFn,2,539,2007,146800
9129,Mitchel,Norm,1Fam,SFoyer,5,5,1977,1977,923,923,GasA,Y,1,0,1,1,4,1,Attchd,Fin,2,678,2007,153500
15957,Mitchel,Norm,1Fam,SLvl,6,6,1977,1977,1148,1244,GasA,Y,2,0,3,1,6,1,Attchd,Fin,2,528,2007,188000
33983,Mitchel,Norm,1Fam,1Story,5,6,1977,1994,1112,1160,GasA,Y,1,1,3,1,6,2,Attchd,RFn,2,672,2007,196000
